iteration.end	Min.end	ED50.end	Threshold_RH.end	virulence.end	cadaver_longevity.end	sporu_cada_longevity.end	infected_immigrants.end	LTimmigrants.end	LTAdult.end	LTNymph.end	immunity_cost.end	d_cadaver.sum	density.sum
NA												NA	NA
1603	11	770	87	0.596374	65	233	0.211958	53	155	168	0.112386	2.88134	767.056
1604	19	778	93	0.916146	65	89	0.39094	65	93	75	0.440119	0.288568	1141.65
1605	26	785	92	0.866516	109	233	0.685797	64	139	102	0.284945	3.04679	1817.65
1606	17	788	89	0.227837	70	55	0.676355	59	176	159	0.00147804	0.941952	1074.78
1607	15	754	76	0.248674	84	189	0.210737	58	136	104	0.198943	4.09891	787.505
1608	15	807	85	0.872918	102	94	0.134155	52	103	99	0.362265	1.38206	1086.36
1609	12	827	94	0.878438	107	92	0.570514	37	149	179	0.706436	3.53244e-6	1237.02
1610	21	821	89	0.57213	89	125	0.479942	91	168	110	0.208531	2.55267	1603.71
1611	13	811	76	0.289479	120	237	0.231438	70	171	114	0.660558	6.03106	1034.59
1612	14	753	84	0.2417	107	84	0.251267	42	162	70	0.233486	1.84317	805.298
1613	13	806	85	0.245008	104	225	0.346673	93	64	152	0.696137	3.16101	1091.24
1614	15	797	80	0.772106	88	46	0.124156	79	132	79	0.0766971	0.742495	953.051
1615	23	799	74	0.604513	101	144	0.599259	98	141	144	0.687325	6.03744	1461
1616	12	839	74	0.908878	56	219	0.189938	46	170	73	0.52101	7.01595	1171.03
1617	24	840	85	0.813855	91	138	0.601258	75	146	70	0.0455207	4.76038	1867.3
1618	26	811	70	0.292804	68	43	0.334046	44	165	104	0.617551	1.4177	2116.08
1619	10	837	73	0.591643	107	151	0.567064	69	170	144	0.531747	4.17041	1059.67
1620	20	798	85	0.731683	89	177	0.458449	54	72	150	0.197093	5.01349	1266.86
1621	13	831	70	0.531783	58	216	0.680413	55	75	63	0.136386	8.98311	1084.08
1622	10	829	78	0.84843	110	112	0.59042	70	105	160	0.569367	3.02447	1099.66
1623	23	830	70	0.608056	73	246	0.266271	49	77	126	0.21232	18.6466	1692.52
1624	23	804	73	0.929285	59	122	0.455713	39	76	139	0.367627	8.4116	1107.54
1625	22	788	75	0.938571	79	110	0.61738	34	172	74	0.235699	11.9915	760.783
1626	21	782	92	0.758725	68	220	0.510059	41	119	137	0.325478	1.69859	1250.36
1627	16	759	83	0.266522	71	199	0.271213	71	130	123	0.545863	3.36802	807.713
1628	25	801	86	0.395488	81	112	0.278749	71	74	66	0.0538516	3.07208	1762.85
1629	19	780	81	0.799837	104	114	0.331684	45	62	161	0.0618447	3.75192	1033.6
1630	24	747	77	0.480088	57	110	0.617803	42	104	80	0.672506	5.62814	1035.96
1631	19	775	80	0.452413	55	202	0.563194	76	151	80	0.404922	5.05138	1117.88
1632	24	779	82	0.414747	77	49	0.22873	46	146	92	0.299356	1.29632	1485.93
1633	14	824	80	0.411774	122	102	0.641691	78	81	125	0.563701	2.31662	1154.69
1634	14	796	92	0.26937	65	51	0.351784	39	66	168	0.193495	0.113752	1068.43
1635	10	788	71	0.348723	54	63	0.627085	50	176	177	0.292148	1.20824	817.257
1636	18	818	94	0.777542	121	204	0.419573	35	85	120	0.586136	0.000125556	1390.27
1637	26	759	70	0.461739	57	108	0.107091	69	139	82	0.47241	3.95602	1486.71
1638	13	807	71	0.716769	83	174	0.237959	96	157	68	0.129134	5.31097	930.697
1639	19	830	70	0.298356	86	237	0.257725	81	107	79	0.745027	7.90008	1561.26
1640	18	748	79	0.702488	100	191	0.36841	37	69	63	0.374522	9.83703	640.947
1641	12	841	82	0.408373	101	126	0.45156	38	63	143	0.675401	2.25571	1166.9
1642	17	814	75	0.40677	92	52	0.113531	61	138	140	0.741873	0.926256	1245.21
1643	25	748	82	0.742934	95	125	0.199488	76	74	143	0.288664	4.55151	1180.02
1644	16	822	82	0.73991	109	91	0.658837	68	63	136	0.226885	1.99194	1230.44
1645	17	776	87	0.920247	95	186	0.327057	98	104	143	0.0225007	3.3786	905.525
1646	17	802	87	0.717906	92	226	0.398844	30	91	93	0.250004	6.06991	1089.02
1647	10	773	71	0.818823	108	41	0.435588	85	72	101	0.517747	1.17739	754.347
1648	26	814	72	0.334176	97	60	0.243565	52	100	72	0.236109	2.50328	2180.28
1649	20	769	92	0.367088	91	145	0.573371	54	60	173	0.748108	0.997952	1092.69
1650	11	792	72	0.329427	54	214	0.138146	83	149	103	0.151502	3.23086	864.173
1651	16	792	93	0.936595	84	69	0.175035	72	79	137	0.451742	0.0270161	1161.04
1652	26	773	90	0.478532	113	104	0.190979	77	130	73	0.434069	1.10233	1834.23
1653	21	751	93	0.471783	104	64	0.213007	54	85	165	0.742761	0.300694	1007.39
1654	17	748	72	0.63865	100	207	0.386571	83	84	100	0.0219529	9.10418	689.928
1655	20	753	90	0.601856	124	147	0.245505	65	140	106	0.135042	0.873553	1002.38
1656	24	805	84	0.80065	103	192	0.411412	31	162	98	0.474398	11.3021	1602.64
1657	11	763	84	0.62469	60	187	0.148882	64	107	96	0.643013	2.2136	766.774
1658	19	752	82	0.519189	61	141	0.311118	97	154	81	0.718331	2.70039	924.543
1659	13	832	80	0.732883	105	131	0.53061	76	179	161	0.116282	2.82025	1158.97
1660	15	798	80	0.210748	127	126	0.506048	51	85	76	0.491326	3.22185	1050.74
1661	13	777	86	0.49308	69	205	0.394443	76	171	63	0.487506	2.78771	804.22
1662	10	816	94	0.811191	76	235	0.159718	37	144	133	0.0975659	4.33241e-12	980.115
1663	16	782	90	0.84302	64	101	0.127117	34	103	94	0.425952	0.22618	964.537
1664	23	826	73	0.653433	57	155	0.612485	94	95	174	0.183904	5.51433	1657.87
1665	22	799	94	0.708873	61	180	0.297825	98	177	68	0.169375	0.00157819	1534.12
1666	21	809	91	0.945056	114	185	0.431819	73	178	171	0.306677	0.830898	1567.32
1667	19	810	76	0.894837	81	65	0.282054	95	148	178	0.551536	1.79443	1298.02
1668	17	795	89	0.424739	113	106	0.342492	96	155	78	0.132317	1.89034	1153.03
1669	20	773	93	0.610064	96	63	0.110635	69	140	97	0.08625	0.124879	1120.09
1670	23	837	83	0.825991	127	146	0.559092	48	88	89	0.489499	6.78675	1623.76
1671	15	761	77	0.736447	82	42	0.657045	98	179	115	0.409061	0.971925	892.474
1672	17	780	71	0.919121	85	180	0.649021	31	131	176	0.680417	11.5459	741.051
1673	18	810	72	0.804	85	152	0.154938	77	172	72	0.364909	6.08302	1247.46
1674	11	763	77	0.664461	103	248	0.473353	51	96	104	0.496473	11.8109	703.674
1675	18	768	92	0.707404	109	160	0.68967	61	137	100	0.56787	0.780514	999.187
1676	19	789	81	0.715152	128	224	0.104952	48	141	61	0.0924421	5.4747	1169.98
1677	16	804	92	0.666447	61	41	0.299494	97	143	116	0.0388485	0.0157257	1205.84
1678	18	817	76	0.690613	87	188	0.226258	54	82	109	0.283291	8.12308	1263.6
1679	14	839	79	0.768618	84	179	0.374137	62	138	89	0.121722	4.96234	1142.09
1680	12	759	84	0.86554	64	40	0.295645	43	137	90	0.204712	0.744275	712.728
1681	14	791	93	0.332986	65	241	0.475424	82	103	152	0.118516	0.00777202	968.889
1682	19	808	85	0.230317	99	210	0.41241	47	170	135	0.609416	4.50066	1375.51
1683	24	769	85	0.949988	77	124	0.675637	70	124	76	0.0430137	6.24699	1077.54
1684	24	810	83	0.684887	98	117	0.184173	87	65	171	0.103594	3.1765	1784.68
1685	20	794	92	0.229445	95	94	0.635935	78	112	105	0.312843	0.430782	1365.26
1686	23	828	84	0.254339	129	171	0.193393	63	135	113	0.640986	4.35728	1964.1
1687	23	800	88	0.641872	63	207	0.550371	55	83	67	0.0748088	6.62602	1522.01
1688	14	813	74	0.513664	119	210	0.443635	52	145	162	0.542724	7.16664	1114.51
1689	25	765	85	0.439928	128	44	0.153402	65	151	134	0.223404	1.13993	1636.73
1690	20	757	81	0.318194	82	176	0.460477	46	114	94	0.397301	4.80692	869.032
1691	23	750	80	0.275748	94	131	0.356389	82	150	128	0.561311	3.54996	1129.39
1692	14	815	70	0.386063	71	199	0.439884	34	125	164	0.318944	6.29092	1061.39
1693	16	814	82	0.218968	113	143	0.576562	33	111	129	0.519977	3.28762	1209.09
1694	25	791	79	0.681432	67	157	0.491141	46	166	169	0.384341	7.07335	1373.91
1695	13	769	88	0.635677	110	93	0.165097	99	143	179	0.210766	1.26162	872.547
1696	12	771	82	0.668609	98	228	0.382574	47	90	78	0.114243	5.3488	735.07
1697	26	817	72	0.927109	74	242	0.655333	67	98	155	0.35535	36.6018	1522.36
1698	11	783	77	0.785322	90	142	0.528445	53	119	89	0.601633	5.59859	791.379
1699	20	763	78	0.404115	105	115	0.536185	44	144	112	0.341142	4.34994	973.259
1700	18	747	85	0.61846	66	105	0.25749	86	175	141	0.131717	1.71308	784.555
1701	23	800	89	0.542305	91	240	0.643607	42	156	90	0.728398	8.64036	1645.83
1702	13	798	83	0.600374	116	82	0.474643	68	115	132	0.249318	1.61911	974.724
1703	24	795	80	0.302219	119	80	0.619039	90	117	75	0.333613	2.54273	1590.77
1704	19	785	83	0.450173	60	153	0.577614	78	140	86	0.57044	3.05588	1108.42
1705	21	784	92	0.792853	65	168	0.109382	58	94	108	0.201948	0.584127	1260.63
1706	18	833	75	0.643613	82	134	0.583092	84	155	111	0.304209	4.39332	1524.56
1707	17	775	90	0.436652	62	168	0.425731	87	109	74	0.659261	0.341999	944.556
1708	15	767	92	0.887955	113	89	0.362134	83	80	158	0.509358	0.127423	834.745
1709	16	772	90	0.689127	56	81	0.201689	59	68	61	0.382322	0.213167	927.369
1710	19	791	82	0.755901	123	79	0.285278	65	142	74	0.389875	2.37942	1147.79
1711	12	750	76	0.782887	79	239	0.422763	64	151	60	0.678363	11.0135	719.201
1712	26	773	85	0.700191	74	233	0.299538	56	150	149	0.327648	9.82545	1674.74
1713	24	805	90	0.655533	123	129	0.164029	30	143	133	0.507617	1.01012	1814.36
1714	24	832	85	0.583867	83	105	0.291374	37	126	62	0.420155	3.69043	2048.1
1715	17	838	84	0.364635	102	97	0.664396	47	76	127	0.254459	2.10783	1417.47
1716	26	774	77	0.89788	106	173	0.446637	58	135	140	0.24505	18.6427	1328.5
1717	12	787	84	0.812489	89	91	0.544901	92	108	83	0.468143	1.51796	845.652
1718	13	829	72	0.271258	74	236	0.485883	38	172	62	0.524235	6.69084	1183.3
1719	21	831	75	0.552365	58	226	0.445368	32	121	80	0.005483	12.5912	1476.85
1720	21	787	89	0.305326	88	178	0.459828	57	70	130	0.0321606	4.24804	1246.33
1721	10	757	82	0.559608	115	140	0.137281	58	66	105	0.736263	2.22491	643.008
1722	24	768	71	0.882986	115	122	0.317948	35	119	114	0.26389	14.5501	760.528
1723	22	767	92	0.47702	79	224	0.304948	32	175	76	0.547114	2.23474	1370.15
1724	13	812	79	0.833396	80	132	0.218571	80	145	149	0.52708	2.77987	1002.95
1725	19	794	70	0.918072	120	234	0.330488	88	120	145	0.6443	18.8951	1061.07
1726	18	829	80	0.475108	75	242	0.569302	43	80	146	0.712017	6.66227	1351.96
1727	10	837	77	0.552927	73	150	0.428747	71	107	98	0.700209	3.44848	1025.6
1728	19	825	84	0.586851	59	65	0.352542	73	169	134	0.627285	1.0486	1565.6
1729	23	808	74	0.51086	122	107	0.51754	74	141	145	0.240282	4.87572	1619.74
1730	26	834	73	0.405292	111	143	0.46847	30	82	85	0.161136	10.9617	2021.09
1731	26	752	85	0.465428	125	210	0.203618	91	173	179	0.206948	6.61413	1551.77
1732	19	768	73	0.207424	55	128	0.301735	85	89	118	0.188103	2.52832	978.035
1733	16	838	76	0.258548	123	87	0.495398	88	155	67	0.00993052	2.25805	1468.07
1734	11	769	92	0.710718	77	84	0.123233	38	127	123	0.104101	0.0903873	778.736
1735	20	758	72	0.50345	100	73	0.292301	99	68	141	0.28198	2.07214	916.903
1736	22	835	73	0.57495	119	128	0.202871	90	177	86	0.339804	5.92645	1984.27
1737	12	812	88	0.660788	117	45	0.604531	91	67	124	0.492921	0.690758	1086.16
1738	11	818	79	0.235807	78	67	0.397584	63	91	95	0.455685	1.2917	1015.04
1739	21	827	82	0.597553	129	106	0.251852	74	174	124	0.513684	2.85436	1711.39
1740	21	782	75	0.787086	79	196	0.519144	39	147	174	0.634121	10.637	1013.23
1741	22	796	84	0.863072	82	40	0.171643	30	101	151	0.505838	0.973052	1274.62
1742	26	808	88	0.745522	125	52	0.421676	67	158	171	0.335238	1.77977	1988.07
1743	25	771	82	0.759878	115	165	0.264466	68	127	128	0.328197	7.42096	1332.45
1744	18	763	94	0.616485	80	99	0.523484	80	69	65	0.559345	0.000952724	1004.79
1745	10	803	74	0.682661	102	231	0.622865	38	166	114	0.730569	9.9246	883.727
1746	24	756	77	0.844072	60	77	0.688136	73	159	65	0.722935	4.84335	1118.45
1747	14	770	83	0.321002	74	54	0.400498	56	153	173	0.683568	0.965917	944.684
1748	11	793	91	0.507287	112	152	0.557699	61	146	92	0.583249	0.038148	909.31
1749	10	767	70	0.374733	117	119	0.409016	40	154	87	0.768621	3.72823	677.488
1750	12	761	94	0.723966	75	197	0.564927	51	172	172	0.203682	1.66401e-14	759.345
1751	11	755	86	0.482011	63	182	0.383951	47	65	77	0.352991	3.08553	721.473
1752	10	841	84	0.712922	66	163	0.683201	49	177	129	0.14794	2.29345	1135.09
1753	19	800	83	0.379922	128	223	0.586059	57	74	159	0.0512804	6.54209	1348.08
1754	19	762	82	0.856743	112	220	0.286755	86	171	147	0.0345677	6.40942	879.057
1755	12	765	87	0.668805	129	187	0.44172	62	178	141	0.0706406	3.90356	750.961
1756	23	836	78	0.490406	121	191	0.650791	72	81	70	0.0673773	10.1089	1896.57
1757	25	819	93	0.224477	101	193	0.223624	33	90	161	0.149681	1.24367	1942.4
1758	18	815	77	0.44494	80	83	0.262661	33	95	121	0.540008	2.56634	1320.14
1759	18	753	91	0.941522	61	75	0.67414	81	128	109	0.0590221	0.335982	902.347
1760	13	834	70	0.234026	90	147	0.504795	53	89	156	0.782166	3.93669	1146.82
1761	14	799	91	0.498148	126	108	0.314431	40	102	157	0.652182	0.213571	1048.41
1762	24	836	74	0.446523	69	163	0.546074	37	92	175	0.300682	7.18187	1941.08
1763	22	749	80	0.817215	103	142	0.322778	84	123	96	0.081357	5.89934	874.212
1764	11	786	81	0.90702	108	130	0.45509	87	133	176	0.407458	2.49754	922.119
1765	16	762	88	0.417409	127	52	0.659902	62	99	66	0.247811	1.24807	844.789
1766	17	772	78	0.209249	126	203	0.39224	63	61	141	0.350408	5.63655	912.808
1767	20	795	84	0.32458	97	46	0.152329	43	66	125	0.158306	0.908133	1336.54
1768	11	772	76	0.263545	71	214	0.249404	55	76	80	0.501352	4.50832	704.649
1769	15	752	79	0.752689	75	70	0.520681	70	93	67	0.714719	1.98145	688.951
1770	12	750	93	0.581111	73	217	0.336578	82	79	152	0.171436	0.07834	787.813
1771	17	801	93	0.240718	103	79	0.522064	67	95	138	0.24311	0.0858134	1204.26
1772	19	810	84	0.870995	89	230	0.377236	81	64	113	0.775262	5.83565	1250.14
1773	21	812	74	0.35701	74	83	0.2899	49	71	85	0.511805	2.76834	1535.07
1774	18	799	84	0.276989	62	130	0.343655	49	94	178	0.611065	2.37329	1254.45
1775	13	820	79	0.633171	122	58	0.557174	46	142	102	0.126098	1.83923	1133.01
1776	17	784	88	0.875542	80	145	0.470009	87	114	139	0.417588	2.70257	1045.18
1777	10	759	89	0.831274	63	54	0.645176	93	73	137	0.218822	0.628275	710.497
1778	11	829	93	0.763936	55	221	0.316065	88	123	165	0.124984	1.07458e-11	1024.71
1779	26	835	76	0.868862	87	61	0.585211	61	82	82	0.716286	4.80391	1975.59
1780	14	822	74	0.508719	96	193	0.628891	59	161	93	0.799596	6.49056	1212.62
1781	16	819	86	0.464048	69	170	0.492313	70	174	84	0.577198	2.52181	1361.25
1782	13	799	93	0.75349	70	158	0.433709	36	99	166	0.655887	0.0732935	995.851
1783	14	781	83	0.623684	59	107	0.173065	51	70	98	0.603672	1.5336	910.344
1784	22	842	90	0.534046	98	206	0.442185	98	106	146	0.754305	0.448958	1929.95
1785	16	774	72	0.890665	80	195	0.38164	34	158	166	0.720255	10.8227	724.674
1786	22	784	72	0.914269	87	165	0.529159	93	142	96	0.629574	12.409	1147.97
1787	10	793	74	0.807673	98	133	0.512392	39	90	156	0.0170474	4.88563	786.394
1788	14	785	71	0.233305	87	92	0.56113	57	78	85	0.0576669	2.46363	977.346
1789	10	748	73	0.341457	107	154	0.551788	52	152	97	0.703045	4.12086	619.466
1790	13	747	81	0.854853	93	227	0.14718	77	165	118	0.380428	3.9269	665.321
1791	22	789	80	0.905459	121	247	0.582982	99	78	157	0.153603	11.734	1285.99
1792	10	786	91	0.432661	77	160	0.150668	78	163	96	0.322305	0.0024109	829.753
1793	11	750	81	0.873672	97	87	0.498046	86	112	126	0.216271	1.7217	680.372
1794	13	841	79	0.615844	89	183	0.415046	59	79	103	0.60703	4.9725	1296.32
1795	11	840	71	0.44891	105	90	0.554602	83	178	169	0.574269	2.03518	1231.31
1796	17	840	79	0.358287	58	162	0.571446	73	158	77	0.277617	3.34266	1422.75
1797	15	783	74	0.256903	73	128	0.670868	73	89	151	0.66936	2.78775	914.801
1798	22	831	80	0.239225	70	50	0.608682	95	161	106	0.663302	1.06415	1977.38
1799	17	789	84	0.938776	117	96	0.235176	72	173	169	0.695901	2.35182	1157.76
1800	15	757	92	0.852274	57	230	0.194876	36	161	95	0.752307	0.835854	817.997
1801	21	755	90	0.745958	101	161	0.187052	85	63	82	0.589276	0.687887	998.99
1802	10	803	75	0.336356	109	239	0.280632	48	110	158	0.594557	6.1015	870.578
1803	11	770	87	0.596374	65	233	0.597499	50	155	168	0.112386	3.62312	753.174
1804	19	778	93	0.916146	65	89	0.632439	64	93	75	0.440119	0.340948	1138.55
1805	26	785	92	0.866516	109	233	0.33307	89	139	102	0.284945	2.16289	1857.21
1806	17	788	89	0.227837	70	55	0.177739	31	176	159	0.00147804	0.815325	1078.93
1807	15	754	76	0.248674	84	189	0.321215	90	136	104	0.198943	3.90536	798.115
1808	15	807	85	0.872918	102	94	0.19792	79	103	99	0.362265	1.42566	1094.61
1809	12	827	94	0.878438	107	92	0.192812	43	149	179	0.706436	3.10182e-6	1203.62
1810	21	821	89	0.57213	89	125	0.215688	96	168	110	0.208531	2.18618	1605.92
1811	13	811	76	0.289479	120	237	0.50279	32	171	114	0.660558	7.79334	1034.72
1812	14	753	84	0.2417	107	84	0.366848	44	162	70	0.233486	1.97444	805.43
1813	13	806	85	0.245008	104	225	0.385549	57	64	152	0.696137	3.6768	1084.69
1814	15	797	80	0.772106	88	46	0.37803	56	132	79	0.0766971	1.15408	919.975
1815	23	799	74	0.604513	101	144	0.140049	61	141	144	0.687325	5.37153	1408.55
1816	12	839	74	0.908878	56	219	0.375507	66	170	73	0.52101	7.4827	1191.97
1817	24	840	85	0.813855	91	138	0.122027	66	146	70	0.0455207	3.22934	1944.98
1818	26	811	70	0.292804	68	43	0.259453	45	165	104	0.617551	1.34859	2108.29
1819	10	837	73	0.591643	107	151	0.592055	89	170	144	0.531747	3.90865	1073.3
1820	20	798	85	0.731683	89	177	0.467081	49	72	150	0.197093	5.17281	1256.2
1821	13	831	70	0.531783	58	216	0.119489	75	75	63	0.136386	5.80676	1145.31
1822	10	829	78	0.84843	110	112	0.44982	88	105	160	0.569367	2.8352	1107.99
1823	23	830	70	0.608056	73	246	0.338754	41	77	126	0.21232	20.806	1608.05
1824	23	804	73	0.929285	59	122	0.603241	92	76	139	0.367627	5.96872	1412.2
1825	22	788	75	0.938571	79	110	0.186448	62	172	74	0.235699	6.69824	1185.66
1826	21	782	92	0.758725	68	220	0.234717	36	119	137	0.325478	1.43487	1260.48
1827	16	759	83	0.266522	71	199	0.419358	45	130	123	0.545863	4.12295	798.083
1828	25	801	86	0.395488	81	112	0.362979	89	74	66	0.0538516	2.92442	1772.67
1829	19	780	81	0.799837	104	114	0.20611	73	62	161	0.0618447	2.91169	1091.43
1830	24	747	77	0.480088	57	110	0.179327	70	104	80	0.672506	3.60208	1141.22
1831	19	775	80	0.452413	55	202	0.181576	94	151	80	0.404922	3.55426	1139.04
1832	24	779	82	0.414747	77	49	0.13259	95	146	92	0.299356	0.905694	1509.43
1833	14	824	80	0.411774	122	102	0.424765	50	81	125	0.563701	2.48374	1143.82
1834	14	796	92	0.26937	65	51	0.30734	83	66	168	0.193495	0.0175029	1075.78
1835	10	788	71	0.348723	54	63	0.62412	75	176	177	0.292148	1.06593	830.483
1836	18	818	94	0.777542	121	204	0.21534	79	85	120	0.586136	7.76834e-8	1388.61
1837	26	759	70	0.461739	57	108	0.348483	98	139	82	0.47241	4.94254	1484.11
1838	13	807	71	0.716769	83	174	0.407581	35	157	68	0.129134	7.86791	820.593
1839	19	830	70	0.298356	86	237	0.401557	71	107	79	0.745027	8.81361	1543.99
1840	18	748	79	0.702488	100	191	0.340165	48	69	63	0.374522	8.86171	671.619
1841	12	841	82	0.408373	101	126	0.12674	92	63	143	0.675401	1.35478	1183.9
1842	17	814	75	0.40677	92	52	0.370655	97	138	140	0.741873	1.16766	1270.14
1843	25	748	82	0.742934	95	125	0.437485	82	74	143	0.288664	5.13815	1160.38
1844	16	822	82	0.73991	109	91	0.691868	92	63	136	0.226885	1.78882	1248.83
1845	17	776	87	0.920247	95	186	0.477828	71	104	143	0.0225007	4.28007	869.219
1846	17	802	87	0.717906	92	226	0.328457	85	91	93	0.250004	4.10533	1164.66
1847	10	773	71	0.818823	108	41	0.481775	36	72	101	0.517747	1.49467	698.305
1848	26	814	72	0.334176	97	60	0.539197	45	100	72	0.236109	2.89418	2131.6
1849	20	769	92	0.367088	91	145	0.621778	65	60	173	0.748108	0.902699	1096.68
1850	11	792	72	0.329427	54	214	0.173998	58	149	103	0.151502	3.91237	854.992
1851	16	792	93	0.936595	84	69	0.484009	32	79	137	0.451742	0.20825	1139.25
1852	26	773	90	0.478532	113	104	0.465713	40	130	73	0.434069	1.85298	1796.21
1853	21	751	93	0.471783	104	64	0.388647	95	85	165	0.742761	0.192999	1013.66
1854	17	748	72	0.63865	100	207	0.364678	84	84	100	0.0219529	8.93846	693.653
1855	20	753	90	0.601856	124	147	0.224995	77	140	106	0.135042	0.740186	1008.68
1856	24	805	84	0.80065	103	192	0.698296	92	162	98	0.474398	7.92161	1807.43
1857	11	763	84	0.62469	60	187	0.640861	76	107	96	0.643013	2.8531	764.791
1858	19	752	82	0.519189	61	141	0.63009	91	154	81	0.718331	3.05595	934.634
1859	13	832	80	0.732883	105	131	0.543925	39	179	161	0.116282	3.25961	1126.78
1860	15	798	80	0.210748	127	126	0.308859	72	85	76	0.491326	2.82412	1062.12
1861	13	777	86	0.49308	69	205	0.273655	81	171	63	0.487506	2.52595	800.013
1862	10	816	94	0.811191	76	235	0.471104	39	144	133	0.0975659	8.79634e-14	983.274
1863	16	782	90	0.84302	64	101	0.324683	78	103	94	0.425952	0.157554	974.455
1864	23	826	73	0.653433	57	155	0.269206	93	95	174	0.183904	5.08131	1687.25
1865	22	799	94	0.708873	61	180	0.678993	90	177	68	0.169375	0.00652623	1546.87
1866	21	809	91	0.945056	114	185	0.142703	66	178	171	0.306677	0.56752	1555.86
1867	19	810	76	0.894837	81	65	0.166661	60	148	178	0.551536	1.78837	1258.47
1868	17	795	89	0.424739	113	106	0.277521	97	155	78	0.132317	1.82376	1153.24
1869	20	773	93	0.610064	96	63	0.513852	96	140	97	0.08625	0.145778	1122.86
1870	23	837	83	0.825991	127	146	0.182854	31	88	89	0.489499	5.72358	1671.87
1871	15	761	77	0.736447	82	42	0.581076	42	179	115	0.409061	1.3353	824.445
1872	17	780	71	0.919121	85	180	0.541812	89	131	176	0.680417	7.95723	1004.54
1873	18	810	72	0.804	85	152	0.638729	75	172	72	0.364909	8.49736	1184.84
1874	11	763	77	0.664461	103	248	0.288937	40	96	104	0.496473	11.4892	703.229
1875	18	768	92	0.707404	109	160	0.647927	79	137	100	0.56787	0.58577	1009.4
1876	19	789	81	0.715152	128	224	0.506832	38	141	61	0.0924421	9.93718	1069.67
1877	16	804	92	0.666447	61	41	0.209026	67	143	116	0.0388485	0.0436986	1200.08
1878	18	817	76	0.690613	87	188	0.284068	66	82	109	0.283291	8.1049	1275.23
1879	14	839	79	0.768618	84	179	0.315284	57	138	89	0.121722	4.92408	1140.86
1880	12	759	84	0.86554	64	40	0.395744	48	137	90	0.204712	0.767585	711.41
1881	14	791	93	0.332986	65	241	0.606714	60	103	152	0.118516	0.0768146	967.973
1882	19	808	85	0.230317	99	210	0.112909	59	170	135	0.609416	2.88767	1345.7
1883	24	769	85	0.949988	77	124	0.196323	34	124	76	0.0430137	6.21803	1059.58
1884	24	810	83	0.684887	98	117	0.549788	72	65	171	0.103594	4.10929	1718.7
